
-------------------- Trial 0  --------------------
2538 emam emam:0.9957325095245857 shah:0.004267490475414357 
812 shah shah:0.9976262166898933 emam:0.002373783310106854 
946 emam shah:0.5976815330217069 emam:0.4023184669782931 
918 emam emam:0.9408905910501251 shah:0.059109408949874896 
1046 emam emam:0.9040643210739581 shah:0.09593567892604192 
702 shah shah:0.5308459332650739 emam:0.46915406673492616 
657 emam emam:0.988002878611392 shah:0.011997121388607923 
1572 emam emam:0.7982011297518952 shah:0.20179887024810483 
127 shah emam:0.7724571981367166 shah:0.2275428018632834 
488 shah emam:0.5432784564532848 shah:0.45672154354671524 
180 emam emam:0.9157661132730269 shah:0.08423388672697311 
2904 emam emam:0.886339082434241 shah:0.113660917565759 
860 emam emam:0.8858896389685658 shah:0.11411036103143427 
1799 emam emam:0.9490338124480873 shah:0.05096618755191275 
622 shah shah:0.9962065804286393 emam:0.003793419571360856 
632 shah shah:0.9998843144925321 emam:1.1568550746785829E-4 
2801 emam emam:0.9002470419881575 shah:0.09975295801184252 
456 shah emam:0.8719733697520812 shah:0.12802663024791894 
10 shah shah:0.9275497336386772 emam:0.07245026636132273 
2439 emam emam:0.9120427646000004 shah:0.08795723539999947 
68 shah shah:0.7061075766942054 emam:0.29389242330579457 
922 emam emam:0.9150832425494974 shah:0.08491675745050256 
1085 emam emam:0.7931215559464442 shah:0.20687844405355577 
1790 emam emam:0.9045562475517279 shah:0.09544375244827215 
684 emam emam:0.9999848500157367 shah:1.5149984263379876E-5 
2353 emam emam:0.8846565118046238 shah:0.11534348819537615 
2820 emam emam:0.8758966311887771 shah:0.12410336881122283 
1583 emam emam:0.9994321069060936 shah:5.678930939064463E-4 
2557 emam emam:0.8316884771383968 shah:0.16831152286160317 
1802 emam emam:0.9701066871070264 shah:0.029893312892973523 
400 emam emam:0.8599401397761418 shah:0.14005986022385813 
2122 emam emam:0.9378613487857845 shah:0.06213865121421547 
1763 emam emam:0.6439394547482423 shah:0.3560605452517576 
2208 emam emam:0.8438017057796776 shah:0.1561982942203225 
239 emam emam:0.9073897712045641 shah:0.092610228795436 
834 shah shah:0.9999998299023766 emam:1.7009762353242906E-7 
2755 emam emam:0.8889858496219127 shah:0.11101415037808723 
2902 emam emam:0.9877134116488941 shah:0.012286588351105807 
52 emam emam:0.8632836139894925 shah:0.13671638601050745 
360 shah emam:0.6847383405454559 shah:0.31526165945454404 
807 shah shah:0.9983916242898713 emam:0.0016083757101287288 
1224 emam emam:0.7229389253824194 shah:0.2770610746175806 
2293 emam emam:0.8145685722449647 shah:0.1854314277550353 
1555 emam emam:0.7850695176407645 shah:0.21493048235923554 
770 shah shah:0.9999908071196749 emam:9.192880325073053E-6 
2172 emam emam:0.8479572375917693 shah:0.15204276240823067 
2081 emam emam:0.973781029199831 shah:0.026218970800168898 
792 shah shah:0.9999883740505942 emam:1.162594940591842E-5 
2764 emam emam:0.988245103195093 shah:0.01175489680490705 
713 shah emam:0.8681853277066552 shah:0.13181467229334484 
837 shah shah:0.9501129730335506 emam:0.04988702696644953 
817 emam emam:0.9987343507202702 shah:0.00126564927972972 
1218 emam emam:0.7970007274834146 shah:0.20299927251658545 
2912 emam emam:0.9907568008019831 shah:0.009243199198016812 
253 shah shah:0.9999995179958224 emam:4.820041776197884E-7 
755 emam emam:0.9402370428695004 shah:0.05976295713049962 
2940 emam emam:0.5227905463821549 shah:0.47720945361784517 
663 emam emam:0.8169885133302919 shah:0.18301148666970804 
1672 emam emam:0.9487652001232129 shah:0.05123479987678724 
84 shah emam:0.6782822686844497 shah:0.32171773131555037 
718 shah emam:0.8389974648808515 shah:0.16100253511914853 
1023 emam emam:0.5749866298038708 shah:0.42501337019612917 
2453 emam emam:0.9045562475517279 shah:0.09544375244827215 
2309 emam emam:0.9996472544588978 shah:3.5274554110214E-4 
3019 emam emam:0.878555408802053 shah:0.12144459119794708 
2168 emam emam:0.8887005485725442 shah:0.11129945142745572 
2893 emam emam:0.9963043635037561 shah:0.0036956364962439253 
133 emam emam:0.9086200241809976 shah:0.09137997581900237 
1394 emam emam:0.9551785420759616 shah:0.04482145792403844 
598 emam emam:0.9536324599432662 shah:0.046367540056733776 
1772 emam emam:0.8600335876897306 shah:0.1399664123102695 
510 shah shah:0.6496240812862871 emam:0.3503759187137129 
2691 emam emam:0.8788679476088992 shah:0.12113205239110085 
1849 emam emam:0.8121507684141386 shah:0.18784923158586134 
1761 emam emam:0.9313848056982714 shah:0.06861519430172855 
1430 emam emam:0.8270711001241525 shah:0.17292889987584745 
1249 emam emam:0.9982492528572223 shah:0.0017507471427775409 
120 emam emam:0.9438751727755136 shah:0.056124827224486286 
564 shah shah:0.6167411852321592 emam:0.38325881476784085 
458 shah emam:0.6299446146213774 shah:0.37005538537862254 
182 shah emam:0.8488166414768461 shah:0.15118335852315384 
1426 emam emam:0.9545090082403221 shah:0.04549099175967794 
508 emam emam:0.970757737230301 shah:0.029242262769699077 
811 emam emam:0.9944606874385343 shah:0.005539312561465596 
1128 emam emam:0.8981281405121003 shah:0.10187185948789973 
166 emam emam:0.9999180227586069 shah:8.197724139311851E-5 
698 shah emam:0.6201023993010757 shah:0.3798976006989244 
77 shah emam:0.8544102570753774 shah:0.14558974292462268 
2182 emam emam:0.7850695176407645 shah:0.21493048235923554 
466 emam emam:0.9372828783702533 shah:0.06271712162974674 
1281 emam emam:0.8412821443113542 shah:0.15871785568864583 
1099 emam emam:0.998451961654271 shah:0.0015480383457289182 
829 shah shah:0.7793131838475588 emam:0.22068681615244135 
816 shah shah:0.9642081536130818 emam:0.03579184638691822 
2092 emam emam:0.9787959828200302 shah:0.021204017179969704 
693 emam emam:0.6995572917049252 shah:0.3004427082950749 
1037 emam emam:0.9362838509177008 shah:0.06371614908229913 
2831 emam emam:0.9402156432441898 shah:0.0597843567558101 
1150 emam emam:0.9566608255441184 shah:0.04333917445588165 
1830 emam emam:0.7573231450428687 shah:0.24267685495713137 
2862 emam emam:0.6597024307274826 shah:0.3402975692725174 
230 shah emam:0.5675777078113046 shah:0.43242229218869543 
1996 emam emam:0.9999632881422299 shah:3.6711857770165594E-5 
2507 emam emam:0.9733943206016952 shah:0.026605679398304743 
200 shah shah:0.745043173202073 emam:0.254956826797927 
1930 emam emam:0.9272401380283486 shah:0.07275986197165155 
2622 emam emam:0.8225328972379533 shah:0.17746710276204666 
2061 emam emam:0.9992806425351419 shah:7.193574648581095E-4 
126 shah emam:0.9039830258843529 shah:0.09601697411564722 
515 emam emam:0.9952492102009302 shah:0.004750789799069812 
2264 emam emam:0.9955394004203171 shah:0.0044605995796829275 
114 emam emam:0.9720074927982014 shah:0.027992507201798546 
1650 emam emam:0.9802857750583146 shah:0.0197142249416853 
620 emam emam:0.9543965916931519 shah:0.04560340830684803 
154 shah emam:0.8218696159023196 shah:0.17813038409768045 
2003 emam emam:0.9989258934696267 shah:0.001074106530373379 
1920 emam emam:0.8225328972379533 shah:0.17746710276204666 
2720 emam emam:0.8489929883384446 shah:0.15100701166155547 
2680 emam emam:0.949299405827634 shah:0.05070059417236598 
2922 emam emam:0.7919404740550767 shah:0.2080595259449232 
582 emam emam:0.926901479410675 shah:0.07309852058932503 
569 emam emam:0.9946604811085892 shah:0.0053395188914107826 
2410 emam emam:0.7493902789447312 shah:0.25060972105526874 
864 emam emam:0.9978049263304414 shah:0.002195073669558544 
1736 emam emam:0.9475864750170204 shah:0.05241352498297959 
2955 emam shah:0.5759813315326081 emam:0.4240186684673919 
1149 emam emam:0.9973054346792594 shah:0.0026945653207406475 
228 shah emam:0.7771149977852958 shah:0.22288500221470434 
605 emam emam:0.999407928399394 shah:5.920716006061294E-4 
962 emam emam:0.9976212114407987 shah:0.002378788559201298 
429 emam emam:0.9475864750170204 shah:0.05241352498297959 
2185 emam emam:0.9795103982530305 shah:0.02048960174696955 
231 shah shah:0.9832182368324734 emam:0.01678176316752656 
2319 emam emam:0.909187070216675 shah:0.09081292978332507 
417 emam emam:0.9374687102805582 shah:0.06253128971944173 
382 emam emam:0.9621234670999047 shah:0.03787653290009533 
1851 emam emam:0.9813403230738403 shah:0.018659676926159722 
268 shah shah:0.9935182960902514 emam:0.006481703909748652 
1455 emam emam:0.7565376833599057 shah:0.24346231664009432 
1144 emam emam:0.8605537261909406 shah:0.13944627380905933 
34 emam emam:0.999895645864986 shah:1.0435413501404286E-4 
1730 emam emam:0.629614369406618 shah:0.370385630593382 
271 shah shah:0.9999983136248637 emam:1.6863751362501156E-6 
1222 emam emam:0.9892409903008865 shah:0.01075900969911344 
825 shah shah:0.7082577463483174 emam:0.2917422536516826 
1058 emam emam:0.8712145131139175 shah:0.12878548688608255 
676 shah emam:0.8229927297937774 shah:0.1770072702062226 
496 emam emam:0.9192115584376223 shah:0.08078844156237762 
2020 emam emam:0.9989281267398072 shah:0.0010718732601928964 
2287 emam emam:0.999810079615536 shah:1.899203844640314E-4 
150 shah emam:0.8549038401442803 shah:0.14509615985571978 
456 emam emam:0.7402576842360958 shah:0.25974231576390405 
626 shah shah:0.987578296598746 emam:0.012421703401254092 
2347 emam emam:0.9074952336873384 shah:0.09250476631266163 
579 shah shah:0.9969423965144403 emam:0.003057603485559712 
2910 emam emam:0.9947579990893038 shah:0.005242000910696095 
396 shah emam:0.8770029263468594 shah:0.12299707365314058 
1437 emam emam:0.9119515515807072 shah:0.08804844841929284 
814 emam emam:0.9905721320157334 shah:0.009427867984266576 
342 shah shah:0.9197473796626439 emam:0.08025262033735618 
120 shah shah:0.944869565976509 emam:0.05513043402349104 
577 emam emam:0.9411828810637023 shah:0.05881711893629776 
1396 emam emam:0.8135137798086702 shah:0.18648622019132968 
2866 emam emam:0.7071454701634349 shah:0.29285452983656507 
535 shah emam:0.6300713281979693 shah:0.3699286718020307 
1154 emam emam:0.9522478727785069 shah:0.04775212722149319 
339 emam emam:0.954387985626246 shah:0.04561201437375405 
840 shah shah:0.9815618544021447 emam:0.018438145597855147 
38 emam emam:0.9166623902018537 shah:0.08333760979814621 
851 shah shah:0.7899438982604698 emam:0.2100561017395301 
776 emam emam:0.8730990109378095 shah:0.12690098906219036 
871 shah shah:0.9999999368856234 emam:6.311437657223473E-8 
290 emam emam:0.926894020369576 shah:0.07310597963042392 
2375 emam emam:0.9077284722046606 shah:0.09227152779533948 
2201 emam emam:0.9611880452199314 shah:0.03881195478006871 
1474 emam emam:0.7066119567785454 shah:0.2933880432214546 
664 emam emam:0.7704089773295 shah:0.22959102267050008 
1986 emam emam:0.9626322293557044 shah:0.03736777064429567 
2554 emam emam:0.9993640816201124 shah:6.359183798876664E-4 
634 shah shah:0.9950009638683557 emam:0.004999036131644295 
1355 emam emam:0.7961935150438693 shah:0.20380648495613077 
709 emam emam:0.6178053903344178 shah:0.3821946096655821 
363 shah emam:0.7250224945503206 shah:0.27497750544967936 
1711 emam emam:0.8229927297937774 shah:0.1770072702062226 
547 emam emam:0.9087589005388574 shah:0.09124109946114267 
331 emam emam:0.9999483993803366 shah:5.160061966335622E-5 
1260 emam emam:0.9945025843948028 shah:0.005497415605197199 
11 shah emam:0.7659644522165434 shah:0.2340355477834565 
199 shah shah:0.9618575051249666 emam:0.03814249487503344 
884 emam emam:0.9045562475517279 shah:0.09544375244827215 
639 shah shah:0.8546958404170493 emam:0.14530415958295076 
1991 emam emam:0.9865785887736591 shah:0.013421411226340756 
359 shah shah:0.8515501537347174 emam:0.14844984626528251 
1367 emam emam:0.8813776073622528 shah:0.11862239263774726 
655 shah emam:0.7962927370469509 shah:0.2037072629530491 
13 emam emam:0.985612686529839 shah:0.014387313470160937 
207 emam emam:0.9975766016769609 shah:0.002423398323039092 
257 emam emam:0.5905131980203739 shah:0.40948680197962606 
599 shah shah:0.5231876293776233 emam:0.47681237062237675 
16 shah shah:0.9999914234861723 emam:8.576513827744285E-6 
1094 emam emam:0.999623613860166 shah:3.7638613983404835E-4 
650 emam emam:0.9963137939045079 shah:0.0036862060954920652 
641 emam emam:0.9625721932967791 shah:0.03742780670322083 
643 emam emam:0.9666323933151455 shah:0.03336760668485458 
1135 emam emam:0.9056316468952141 shah:0.09436835310478589 
1345 emam emam:0.9045562475517279 shah:0.09544375244827215 
779 emam emam:0.9998681548975058 shah:1.318451024941218E-4 
386 emam emam:0.891150436414118 shah:0.10884956358588205 
1156 emam emam:0.989614359201196 shah:0.010385640798803913 
719 shah emam:0.9060948960104189 shah:0.09390510398958106 
714 shah emam:0.7408808606931705 shah:0.25911913930682945 
2132 emam emam:0.898548159766738 shah:0.10145184023326208 
720 emam emam:0.8470671495723053 shah:0.1529328504276946 
2673 emam emam:0.9665383464911439 shah:0.033461653508855965 
1997 emam emam:0.5159516571497355 shah:0.4840483428502646 
619 emam emam:0.7848304234542034 shah:0.2151695765457966 
875 emam emam:0.9999236989200677 shah:7.630107993227674E-5 
2506 emam emam:0.997845749024151 shah:0.0021542509758489875 
635 shah shah:0.6555427281405422 emam:0.34445727185945774 
783 shah shah:0.9999996921335843 emam:3.078664156497683E-7 
602 shah shah:0.5858747389534568 emam:0.41412526104654324 
2924 emam emam:0.9910365822511299 shah:0.008963417748870073 
191 emam emam:0.9431702887623455 shah:0.056829711237654484 
932 emam emam:0.8669258366277306 shah:0.13307416337226952 
1444 emam emam:0.8588411542894467 shah:0.14115884571055337 
23 emam emam:0.5649874464865352 shah:0.4350125535134647 
325 emam emam:0.9991584852202936 shah:8.415147797063106E-4 
2614 emam emam:0.9631336378596626 shah:0.036866362140337526 
1778 emam emam:0.9774472307555225 shah:0.022552769244477525 
147 shah shah:0.5852431786612609 emam:0.41475682133873915 
2364 emam emam:0.7386025750552765 shah:0.2613974249447235 
490 emam emam:0.7848304234542034 shah:0.2151695765457966 
1216 emam emam:0.6584554916238883 shah:0.34154450837611183 
1957 emam emam:0.9987488632666501 shah:0.0012511367333499822 
921 emam emam:0.9664110382024338 shah:0.033588961797566215 
1720 emam shah:0.715095647430889 emam:0.28490435256911095 
2065 emam emam:0.6168599177640317 shah:0.3831400822359684 
59 shah emam:0.8687542036213369 shah:0.13124579637866315 
2965 emam emam:0.9983517230850337 shah:0.0016482769149662147 
1863 emam emam:0.904117186200541 shah:0.09588281379945884 
560 emam emam:0.8946469901023523 shah:0.10535300989764763 
81 shah emam:0.7982011297518952 shah:0.20179887024810483 
2641 emam emam:0.9385000723033562 shah:0.06149992769664381 
1371 emam emam:0.9833649509721408 shah:0.016635049027859134 
1238 emam emam:0.9922125253560398 shah:0.007787474643960235 
2288 emam emam:0.9989685305786324 shah:0.0010314694213676072 
1876 emam emam:0.8869849696559456 shah:0.11301503034405425 
388 emam emam:0.8169814813501627 shah:0.18301851864983737 
2648 emam emam:0.8229927297937774 shah:0.1770072702062226 
2329 emam emam:0.7479882065507664 shah:0.25201179344923363 
2374 emam emam:0.8897917557708693 shah:0.11020824422913064 
1647 emam emam:0.8020253710637918 shah:0.19797462893620818 
216 emam emam:0.8491375762754052 shah:0.15086242372459477 
28 shah shah:0.893762191544542 emam:0.10623780845545801 
356 shah emam:0.9932833289235999 shah:0.00671667107639997 
1138 emam emam:0.8225328972379533 shah:0.17746710276204666 
111 shah shah:0.9781293641092125 emam:0.021870635890787596 
988 emam emam:0.9075444019708587 shah:0.09245559802914122 
2763 emam emam:0.9936832572270471 shah:0.006316742772952805 
1428 emam emam:0.8470671495723053 shah:0.1529328504276946 
2251 emam emam:0.9118376290759694 shah:0.08816237092403054 
183 shah shah:0.8390797083101569 emam:0.16092029168984312 
782 shah shah:0.9982709510269144 emam:0.0017290489730855 
2752 emam emam:0.9871395612001468 shah:0.012860438799853106 
2687 emam emam:0.9703550885239874 shah:0.02964491147601264 
211 shah shah:0.9160129594576226 emam:0.08398704054237739 
2859 emam emam:0.8757330854499992 shah:0.1242669145500008 
1365 emam emam:0.9580732143950375 shah:0.041926785604962546 
2352 emam emam:0.7850695176407645 shah:0.21493048235923554 
896 shah emam:0.951337734385373 shah:0.04866226561462703 
954 emam emam:0.9544752914182142 shah:0.045524708581785825 
844 shah shah:0.8730530590419059 emam:0.12694694095809403 
861 shah shah:0.5401860916927328 emam:0.4598139083072672 
492 emam emam:0.9996621497230559 shah:3.3785027694408035E-4 
403 shah shah:0.999917463712373 emam:8.253628762692924E-5 
748 shah shah:0.9885219001872598 emam:0.011478099812740039 
2539 emam emam:0.8064276248630192 shah:0.1935723751369807 
1258 emam emam:0.9568642102512198 shah:0.04313578974878028 
441 shah emam:0.935593672762363 shah:0.06440632723763683 
2812 emam emam:0.9915196448300438 shah:0.008480355169956185 
1442 emam emam:0.9790345299184933 shah:0.020965470081506676 
372 emam emam:0.7620359617327944 shah:0.23796403826720566 
364 shah emam:0.8710844840757392 shah:0.12891551592426076 
1508 emam emam:0.9981296635710347 shah:0.001870336428965226 
157 shah emam:0.6487483252476499 shah:0.35125167475235014 
1874 emam emam:0.9734619340345229 shah:0.02653806596547706 
558 shah shah:0.8733190041378014 emam:0.12668099586219864 
2449 emam emam:0.8385152786254861 shah:0.16148472137451386 
778 emam emam:0.9999979656568806 shah:2.034343119394883E-6 
1791 emam emam:0.9173833745199976 shah:0.08261662548000237 
2619 emam emam:0.904117186200541 shah:0.09588281379945884 
2696 emam emam:0.882477640621358 shah:0.11752235937864192 
380 emam emam:0.7902720080518781 shah:0.2097279919481219 
3015 emam emam:0.8133072517793739 shah:0.18669274822062618 
1635 emam emam:0.9549955147157231 shah:0.04500448528427686 
150 emam emam:0.9471012995897746 shah:0.0528987004102255 
593 shah shah:0.9996601969236075 emam:3.39803076392519E-4 
316 shah shah:0.8628774384392679 emam:0.1371225615607321 
2242 emam emam:0.9996763562488934 shah:3.2364375110657573E-4 
1845 emam emam:0.8442942929656329 shah:0.15570570703436717 
549 shah shah:0.6065494562373294 emam:0.39345054376267063 
2237 emam emam:0.9881823597656046 shah:0.01181764023439533 
936 emam emam:0.715309940517695 shah:0.2846900594823051 
1179 emam emam:0.5374695789062839 shah:0.46253042109371606 
1395 emam emam:0.9664671065757406 shah:0.033532893424259407 
2370 emam emam:0.6984895041776393 shah:0.30151049582236067 
2153 emam emam:0.9427188532453541 shah:0.05728114675464584 
1436 emam emam:0.9334768394355772 shah:0.0665231605644228 
61 emam emam:0.9985004458060276 shah:0.001499554193972296 
2534 emam emam:0.999951461052562 shah:4.853894743791769E-5 
433 emam emam:0.9975081462140255 shah:0.0024918537859744943 
41 shah emam:0.8229927297937774 shah:0.1770072702062226 
804 shah shah:0.9999987864882727 emam:1.2135117273238395E-6 
1091 emam emam:0.9629429436190495 shah:0.037057056380950484 
653 shah shah:0.9645810954087011 emam:0.03541890459129887 
1804 emam emam:0.6836579550017156 shah:0.31634204499828433 
450 shah emam:0.7047185826274348 shah:0.2952814173725652 
3011 emam emam:0.8153907067686706 shah:0.18460929323132924 
2336 emam emam:0.9952726223544671 shah:0.004727377645532844 
2157 emam emam:0.9789301589608116 shah:0.021069841039188308 
263 emam emam:0.7653148401696406 shah:0.2346851598303595 
252 shah shah:0.957882567346966 emam:0.04211743265303402 
2754 emam emam:0.9987851105872098 shah:0.0012148894127902276 
1346 emam emam:0.9765201365285151 shah:0.023479863471485018 
2952 emam emam:0.9968293730941321 shah:0.0031706269058679216 
981 emam emam:0.9883932547581549 shah:0.011606745241845105 
835 shah shah:0.9976335015587356 emam:0.0023664984412644407 
385 emam emam:0.8736806742449952 shah:0.12631932575500487 
455 shah emam:0.6235374019788149 shah:0.3764625980211852 
383 emam emam:0.7673248963934484 shah:0.2326751036065516 
2195 emam emam:0.9805721228176246 shah:0.01942787718237535 
2688 emam emam:0.9946393718695453 shah:0.005360628130454767 
437 shah emam:0.8469753643706166 shah:0.1530246356293835 
2809 emam emam:0.9970052068769896 shah:0.0029947931230104407 
2274 emam emam:0.7850695176407645 shah:0.21493048235923554 
443 emam emam:0.9917473994147342 shah:0.008252600585265753 
1324 emam emam:0.9573029521796854 shah:0.0426970478203146 
817 shah shah:0.6727437508385853 emam:0.3272562491614146 
24 shah shah:0.9937275943788497 emam:0.006272405621150183 
871 emam emam:0.8089023576778291 shah:0.19109764232217072 
1661 emam emam:0.9998012304406511 shah:1.9876955934884158E-4 
1796 emam emam:0.9949474454969924 shah:0.005052554503007475 
1604 emam emam:0.9891288955442984 shah:0.01087110445570161 
438 shah emam:0.8153009825364917 shah:0.18469901746350834 
243 emam emam:0.9931324103285323 shah:0.0068675896714677975 
638 emam emam:0.973087202114726 shah:0.026912797885274082 
62 shah shah:0.9599146605154669 emam:0.04008533948453298 
963 emam emam:0.8553102335524813 shah:0.14468976644751866 
1072 emam emam:0.8424516852153964 shah:0.15754831478460365 
555 shah shah:0.9777583458932454 emam:0.022241654106754494 
428 shah emam:0.759465044414832 shah:0.24053495558516805 
434 shah emam:0.6004660259525287 shah:0.3995339740474713 
2079 emam emam:0.5429800968982635 shah:0.45701990310173646 
1119 emam emam:0.9878556785884295 shah:0.012144321411570612 
657 shah emam:0.8229927297937774 shah:0.1770072702062226 
300 emam emam:0.9794965601645499 shah:0.020503439835450114 
610 shah shah:0.7454500820954248 emam:0.25454991790457526 
523 shah shah:0.8517772173410141 emam:0.1482227826589858 
1026 emam emam:0.8811759003187235 shah:0.11882409968127657 
1593 emam emam:0.9747143711042665 shah:0.02528562889573353 
1501 emam emam:0.8442134391647145 shah:0.15578656083528555 
1798 emam emam:0.9428570945238463 shah:0.0571429054761538 
2903 emam emam:0.9928448053018012 shah:0.007155194698198856 
1457 emam emam:0.9994295440450293 shah:5.704559549707504E-4 
303 shah emam:0.7850695176407645 shah:0.21493048235923554 
2321 emam emam:0.8553102335524813 shah:0.14468976644751866 
367 emam emam:0.7885367476484144 shah:0.21146325235158558 
1771 emam emam:0.9990883398572884 shah:9.11660142711661E-4 
434 emam shah:0.5860328319677947 emam:0.41396716803220535 
553 emam emam:0.9999987470491256 shah:1.2529508744263716E-6 
705 emam emam:0.5746515066008819 shah:0.425348493399118 
629 shah shah:0.9999717835643921 emam:2.8216435607794853E-5 
682 emam emam:0.9534808242257222 shah:0.046519175774277735 
562 emam emam:0.9989718336900595 shah:0.001028166309940593 
2291 emam emam:0.8852212585398201 shah:0.11477874146017995 
2130 emam emam:0.6782822686844497 shah:0.32171773131555037 
2523 emam emam:0.9166623902018537 shah:0.08333760979814621 
2241 emam emam:0.9101002259940214 shah:0.08989977400597862 
1068 emam emam:0.9650831281271273 shah:0.03491687187287288 
1477 emam emam:0.960409195129209 shah:0.039590804870791044 
221 shah shah:0.801195485052081 emam:0.198804514947919 
1004 emam emam:0.7375717915485648 shah:0.26242820845143533 
640 shah shah:0.9556415671801315 emam:0.04435843281986859 
1880 emam emam:0.9667493892478443 shah:0.03325061075215584 
2107 emam emam:0.7653148401696406 shah:0.2346851598303595 
1383 emam emam:0.9830536853056927 shah:0.016946314694307244 
109 emam emam:0.8958043096085029 shah:0.10419569039149715 
758 emam emam:0.8869374433499951 shah:0.11306255665000478 
1714 emam emam:0.6778366965265621 shah:0.32216330347343786 
1767 emam emam:0.8826900076623488 shah:0.11730999233765106 
711 shah emam:0.6179787408434344 shah:0.38202125915656554 
1271 emam emam:0.8229927297937774 shah:0.1770072702062226 
469 emam emam:0.9997352581671458 shah:2.647418328542157E-4 
1159 emam emam:0.6782822686844497 shah:0.32171773131555037 
512 emam emam:0.8570341245278269 shah:0.14296587547217307 
1482 emam emam:0.9642119993174363 shah:0.03578800068256362 
2094 emam emam:0.8399685601065535 shah:0.16003143989344648 
377 emam emam:0.847690171970772 shah:0.15230982802922796 
2211 emam emam:0.9999581646473861 shah:4.183535261393248E-5 
522 emam emam:0.9915463949923474 shah:0.008453605007652716 
1847 emam emam:0.9914395533260878 shah:0.008560446673912214 
373 shah shah:0.9381904981503899 emam:0.06180950184961018 
2725 emam emam:0.8229927297937774 shah:0.1770072702062226 
637 shah shah:0.9981370379826978 emam:0.0018629620173022075 
2456 emam emam:0.899527151748358 shah:0.1004728482516419 
479 emam emam:0.8229927297937774 shah:0.1770072702062226 
742 shah shah:0.5126676090603572 emam:0.4873323909396428 
1290 emam emam:0.998875489909609 shah:0.0011245100903912 
343 emam emam:0.7620368748336529 shah:0.237963125166347 
266 emam emam:0.7851784757679936 shah:0.21482152423200648 
552 emam emam:0.9422489395070831 shah:0.05775106049291696 
74 shah emam:0.7573231450428687 shah:0.24267685495713137 
1350 emam emam:0.8958313032557588 shah:0.10416869674424133 
1633 emam emam:0.9119810710516553 shah:0.08801892894834469 
39 emam emam:0.8863698361148843 shah:0.1136301638851158 
413 shah shah:0.9476139288372829 emam:0.05238607116271714 
1825 emam emam:0.9538213084525521 shah:0.04617869154744778 
430 shah emam:0.7625941867783804 shah:0.2374058132216196 
274 shah shah:0.816152266486056 emam:0.18384773351394398 
2791 emam emam:0.9566608255441184 shah:0.04333917445588165 
1331 emam emam:0.9767178041116729 shah:0.023282195888327098 
195 emam emam:0.9444287120398275 shah:0.05557128796017256 
2580 emam emam:0.9994601141512284 shah:5.398858487716121E-4 
119 shah shah:0.9982540989190875 emam:0.0017459010809126327 
2256 emam emam:0.9948486279804635 shah:0.005151372019536582 
2828 emam emam:0.7156118289723488 shah:0.2843881710276511 
879 emam emam:0.8883072296110804 shah:0.11169277038891963 
575 emam emam:0.8171790232274305 shah:0.1828209767725694 
215 shah shah:0.7873432053035858 emam:0.2126567946964142 
1883 emam emam:0.8757330854499992 shah:0.1242669145500008 
1496 emam emam:0.8823556948166632 shah:0.11764430518333677 
50 emam emam:0.8183373130816705 shah:0.1816626869183296 
1312 emam emam:0.9520374382339171 shah:0.04796256176608303 
146 emam emam:0.9526113328484267 shah:0.047388667151573416 
789 emam emam:0.9710606491767488 shah:0.02893935082325128 
2798 emam emam:0.9943652759837304 shah:0.005634724016269584 
1807 emam emam:0.9793744672317755 shah:0.020625532768224396 
2337 emam emam:0.9923607063440059 shah:0.00763929365599411 
224 emam emam:0.9095857382130925 shah:0.09041426178690742 
1783 emam emam:0.9980378081885232 shah:0.0019621918114768547 
2316 emam emam:0.9863930661748983 shah:0.013606933825101813 
1498 emam emam:0.8064274674861894 shah:0.19357253251381062 
1721 emam emam:0.9514294390792223 shah:0.04857056092077768 
2544 emam emam:0.9830743615561545 shah:0.016925638443845446 
2042 emam emam:0.9730109505168982 shah:0.026989049483101876 
1613 emam emam:0.9865924952240398 shah:0.013407504775960182 
1133 emam emam:0.9936741085334554 shah:0.006325891466544541 
536 shah shah:0.9710420115176688 emam:0.02895798848233119 
345 shah shah:0.7948043459940762 emam:0.20519565400592382 
2663 emam emam:0.7263916907298709 shah:0.2736083092701291 
773 emam emam:0.7573231450428687 shah:0.24267685495713137 
633 shah shah:0.9358696285400275 emam:0.06413037145997243 
795 shah shah:0.9999673607883959 emam:3.263921160418291E-5 
2068 emam emam:0.9759374183053774 shah:0.024062581694622633 
181 shah shah:0.9458364867351134 emam:0.05416351326488653 
1664 emam emam:0.9721215860447936 shah:0.02787841395520634 
2223 emam emam:0.8746289657181914 shah:0.1253710342818086 
2161 emam emam:0.9990575068882269 shah:9.424931117731152E-4 
775 emam shah:0.7243452619080073 emam:0.2756547380919927 
288 emam emam:0.9997315142424125 shah:2.684857575874576E-4 
2652 emam emam:0.7838355359558263 shah:0.21616446404417375 
2881 emam emam:0.8984007596438938 shah:0.10159924035610625 
1646 emam emam:0.7670235625138595 shah:0.23297643748614055 
77 emam emam:0.9893293894849747 shah:0.010670610515025249 
1577 emam emam:0.6498419207761168 shah:0.35015807922388326 
733 shah shah:0.5719153887435914 emam:0.42808461125640856 
731 emam emam:0.7724571981367166 shah:0.2275428018632834 
539 emam emam:0.6667760173079295 shah:0.3332239826920705 
2742 emam emam:0.9850741735378228 shah:0.01492582646217724 
555 emam emam:0.9597403560097003 shah:0.040259643990299646 
241 emam emam:0.7641388833078362 shah:0.23586111669216372 
